V_NO,MAKE,MODEL,COLOUR,FUEL_TYPE,REGISTERED_KEEPERS,CAPCLEAN,ODOMETER_MILES,VEHICLE_AGE__MONTHS,REGISTRATION_DATE,VEHICLE_SOURCE,TRANSMISSION_TYPE
57690,BMW,X1,SILVER,Diesel,4,2575,117067,132,23/12/2020,TradeZone,SEMI-AUTO
98105,FORD,FOCUS,RED,Diesel,1,2025,147008,112,01/03/2018,TradeZone,MANUAL
23378,FORD,GALAXY,GREY,Diesel,2,1950,138862,140,17/06/2020,TradeZone,SEMI-AUTO
33766,AUDI,Q2,GREY,Petrol,1,21150,42915,38,31/03/2020,TradeZone,MANUAL
55387,PEUGEOT,5008,WHITE,Petrol,2,20750,23350,41,18/03/2022,TradeZone,SEMI-AUTO
85700,PEUGEOT,5008,BLACK,Petrol,,17900,48977,48,21/09/2020,TradeZone,MANUAL
45009,PEUGEOT,5008,GREY,Petrol,1,21150,21750,40,03/09/2021,TradeZone,MANUAL
27939,PEUGEOT,5008,WHITE,Petrol,1,20550,31287,38,31/03/2018,TradeZone,SEMI-AUTO
10239,VOLKSWAGEN,TIGUAN,GREY,Diesel,3,15450,34865,56,30/06/2020,TradeZone,AUTO
61784,VOLKSWAGEN,TIGUAN,BLUE,Diesel,1,13600,49142,63,30/03/2023,TradeZone,MANUAL
96851,PEUGEOT,5008,BLACK,Diesel,3,13050,34800,86,21/12/2017,TradeZone,MANUAL
81003,AUDI,A1,RED,Diesel,2,6750,52787,103,06/12/2019,TradeZone,MANUAL
98063,AUDI,A1,GREY,Diesel,2,6075,59316,113,29/12/2022,TradeZone,AUTO
73443,AUDI,A1,SILVER,Diesel,2,5100,84000,104,03/03/2021,TradeZone,AUTO
26392,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,1,25200,26592,37,20/09/2019,TradeZone,MANUAL
88873,SKODA,OCTAVIA,GREY,Petrol,1,19950,8152,13,10/09/2021,TradeZone,MANUAL
40473,KIA,SPORTAGE,BLACK,Petrol,1,16500,41131,49,01/03/2018,PARTEX,MANUAL
93860,FIAT,500,SILVER,Petrol,7,4100,57394,142,08/12/2020,TradeZone,MANUAL
82834,VOLKSWAGEN,GOLF,GREY,Diesel,3,,133052,261,31/05/2021,TradeZone,AUTO
61392,HYUNDAI,I10,BLACK,Petrol,3,970,50780,174,18/11/2020,TradeZone,AUTO
24356,SKODA,KODIAQ,SILVER,Petrol,2,16750,49807,74,15/12/2020,OTHER,SEMI-AUTO
31040,SKODA,KAROQ,BLUE,Petrol,1,17200,11294,44,27/04/2021,TradeZone,AUTO
27084,SKODA,KAROQ,GREY,Petrol,2,13250,43600,68,17/06/2022,TradeZone,SEMI-AUTO
77482,SKODA,KAROQ,BLACK,Petrol,1,14200,44560,49,01/11/2021,TradeZone,MANUAL
57251,HYUNDAI,TUCSON,ORANGE,Diesel,1,15400,40741,66,24/04/2019,TradeZone,MANUAL
60852,HYUNDAI,TUCSON,BLACK,Diesel,1,13800,56822,71,29/07/2021,TradeZone,AUTO
25067,MERCEDES-BENZ,A-CLASS,BLUE,Petrol,2,17650,29852,45,27/02/2018,TradeZone,SEMI-AUTO
934,RENAULT,KADJAR,BLACK,Diesel,3,6550,54030,109,27/04/2021,TradeZone,MANUAL
11539,VAUXHALL,CORSA,YELLOW,Petrol,3,12050,5071,27,25/05/2022,PARTEX,AUTO
16216,VAUXHALL,CORSA,RED,Petrol,2,12050,9549,23,26/09/2018,TradeZone,MANUAL
81924,SKODA,KAROQ,BLUE,Petrol,1,14400,22575,49,30/03/2021,TradeZone,MANUAL
99774,FORD,FIESTA,BLUE,Petrol,3,4475,47383,112,28/02/2018,OTHER,MANUAL
15627,MAZDA,MX-5 RF,WHITE,Petrol,3,12700,38000,86,18/12/2020,TradeZone,MANUAL
52884,KIA,SPORTAGE,WHITE,Diesel,3,8725,78500,88,24/06/2020,TradeZone,SEMI-AUTO
80691,BMW,8 SERIES GRAN COUPE,GREY,Petrol,1,32000,46064,37,26/08/2020,TradeZone,SEMI-AUTO
17002,HYUNDAI,I10,GREY,Petrol,4,1275,79657,157,27/04/2021,TradeZone,MANUAL
63455,HYUNDAI,I10,BLUE,Petrol,4,660,152660,155,14/04/2021,TradeZone,AUTO
68148,KIA,SORENTO,GREY,Diesel,4,1425,112539,182,24/05/2021,OTHER,AUTO
40908,PEUGEOT,2008,BLACK,Petrol,2,5100,48212,86,26/10/2017,PARTEX,MANUAL
53066,PEUGEOT,2008,RED,Petrol,3,4775,56501,86,16/07/2019,TradeZone,AUTO
69490,PEUGEOT,2008,GREY,Petrol,2,4000,73897,90,30/06/2017,TradeZone,AUTO
16269,PEUGEOT,2008,WHITE,Petrol,4,5250,40579,88,11/01/2019,TradeZone,MANUAL
81640,RENAULT,KADJAR,GREY,Petrol,3,11000,32292,69,06/08/2020,TradeZone,MANUAL
90117,DACIA,SANDERO STEPWAY,BLACK,Petrol,2,5325,34690,80,30/09/2019,PARTEX,SEMI-AUTO
56445,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Diesel,1,34100,11481,17,28/12/2021,OTHER,MANUAL
28767,LAND ROVER,RANGE ROVER EVOQUE,WHITE,Diesel,1,34800,6391,18,18/08/2021,OTHER,SEMI-AUTO
14739,LAND ROVER,RANGE ROVER EVOQUE,SILVER,Diesel,1,33700,14794,18,01/06/2018,TradeZone,MANUAL
80155,MINI,COUNTRYMAN,SILVER,Diesel,3,6475,58070,98,29/06/2021,TradeZone,SEMI-AUTO
47374,VAUXHALL,ASTRA,GREEN,Petrol,2,8075,19749,74,13/02/2020,TradeZone,AUTO
18129,VAUXHALL,MOKKA-E,GREY,Electric,2,9850,29000,44,18/12/2017,TradeZone,MANUAL
10650,VOLKSWAGEN,POLO,WHITE,Petrol,4,2725,74686,146,19/12/2019,TradeZone,MANUAL
46504,KIA,SPORTAGE,GREY,Diesel,2,12750,51752,47,23/12/2021,TradeZone,MANUAL
67639,KIA,SPORTAGE,GREY,Diesel,1,13400,33000,62,01/03/2019,TradeZone,AUTO
19207,PEUGEOT,3008,BLACK,Petrol,3,12950,28205,55,23/03/2021,TradeZone,MANUAL
16058,FORD,FOCUS,BLUE,Petrol,2,3725,58348,100,15/12/2017,TradeZone,MANUAL
89970,PEUGEOT,208,BLUE,Petrol,2,3225,67427,110,06/09/2018,TradeZone,AUTO
16069,TOYOTA,AYGO,BLACK,Petrol,2,7925,24881,78,12/09/2018,TradeZone,AUTO
44235,CUPRA,BORN,GREY,Electric,1,18300,26999,28,30/09/2018,TradeZone,MANUAL
91059,PEUGEOT,2008,WHITE,Diesel,3,3025,62132,109,01/10/2019,TradeZone,MANUAL
38287,MERCEDES-BENZ,CLA,WHITE,Diesel,2,12750,36386,100,17/09/2020,TradeZone,MANUAL
83119,KIA,STONIC,GREY,Diesel,2,6700,56199,72,10/09/2020,TradeZone,MANUAL
15593,MERCEDES-BENZ,C-CLASS,WHITE,Diesel,3,1550,171421,167,31/03/2020,TradeZone,MANUAL
49127,MINI,COUNTRYMAN,BLACK,Petrol,2,15100,53076,72,05/08/2020,TradeZone,AUTO
85501,VOLVO,XC60,WHITE,Diesel,1,26700,44426,39,31/03/2021,TradeZone,MANUAL
45355,FORD,KUGA,BLUE,Petrol,2,7050,62885,71,26/03/2021,TradeZone,SEMI-AUTO
62446,FORD,KUGA,BLACK,Diesel,3,4125,112000,107,12/04/2021,TradeZone,MANUAL
8781,JAGUAR,XE,GREY,Diesel,4,5775,68131,104,27/09/2019,TradeZone,AUTO
38849,CITROEN,C1,RED,Petrol,3,4250,30558,92,08/03/2018,TradeZone,AUTO
40559,CITROEN,C1,RED,Petrol,3,2675,66000,127,01/03/2020,PARTEX,MANUAL
42739,VOLVO,XC40,GREY,Petrol,2,17800,61128,70,22/10/2019,TradeZone,MANUAL
80618,PEUGEOT,2008,PINK,Petrol,1,15650,25959,41,28/09/2020,TradeZone,MANUAL
89142,CUPRA,FORMENTOR,BLACK,Petrol,1,24600,34746,48,02/09/2021,TradeZone,SEMI-AUTO
94031,CUPRA,FORMENTOR,RED,Petrol,1,30700,9918,17,27/08/2019,TradeZone,SEMI-AUTO
24119,VOLKSWAGEN,T-ROC,BLUE,Petrol,2,15250,23695,59,29/07/2019,TradeZone,MANUAL
37929,NISSAN,QASHQAI,WHITE,Petrol,3,3575,50000,144,25/03/2021,TradeZone,AUTO
9582,NISSAN,QASHQAI,YELLOW,Petrol,2,2900,81056,146,22/06/2022,TradeZone,MANUAL
44788,NISSAN,QASHQAI,BLUE,Petrol,2,2950,83478,137,16/12/2017,TradeZone,SEMI-AUTO
4333,HONDA,HONDA E,GREEN,Electric,1,14600,7561,50,19/01/2018,TradeZone,MANUAL
81428,PEUGEOT,3008,GREEN,Petrol,1,19650,8499,25,30/12/2020,PARTEX,SEMI-AUTO
1228,FORD,FIESTA,ORANGE,Petrol,2,8900,29771,76,30/12/2020,TradeZone,MANUAL
8349,FORD,FIESTA,SILVER,Petrol,3,9075,18500,87,09/01/2023,TradeZone,MANUAL
81026,FORD,FIESTA,GREY,Petrol,3,7875,38000,87,09/11/2020,TradeZone,MANUAL
88263,FORD,FIESTA,GREY,Petrol,3,8400,37459,76,28/03/2017,PARTEX,MANUAL
26516,BMW,3 SERIES,RED,Diesel,2,15600,70260,74,14/10/2020,TradeZone,SEMI-AUTO
6860,LAND ROVER,RANGE ROVER EVOQUE,WHITE,Petrol,1,16000,42083,55,19/11/2021,TradeZone,AUTO
79226,DS,DS 3,RED,Petrol,2,3675,69140,95,21/09/2021,OTHER,SEMI-AUTO
32331,MINI,HATCHBACK,BLACK,Petrol,3,5375,73310,96,20/03/2018,TradeZone,SEMI-AUTO
21205,MINI,HATCHBACK,BLUE,Petrol,2,7075,43131,86,01/03/2020,TradeZone,MANUAL
42717,MINI,HATCHBACK,BLACK,Petrol,4,6000,56110,95,26/03/2021,OTHER,AUTO
52720,MERCEDES-BENZ,CLS,BLACK,Diesel,4,18950,76447,86,26/09/2018,TradeZone,AUTO
8902,VOLKSWAGEN,GOLF,GREY,Petrol,3,11900,52343,82,15/09/2020,TradeZone,MANUAL
1315,AUDI,A3,BLUE,Hybrid,1,16900,47588,41,02/09/2021,TradeZone,SEMI-AUTO
51756,VAUXHALL,ASTRA,SILVER,Petrol,2,4200,85553,72,29/06/2021,TradeZone,MANUAL
66933,MERCEDES-BENZ,A-CLASS,BLACK,Diesel,2,15550,39588,48,02/03/2018,PARTEX,MANUAL
27107,MERCEDES-BENZ,A-CLASS,WHITE,Diesel,2,14050,43478,74,30/06/2018,TradeZone,SEMI-AUTO
93332,AUDI,A3,BLACK,Petrol,2,25250,13506,36,10/02/2021,TradeZone,AUTO
61528,AUDI,A3,GREY,Petrol,1,25000,15697,38,25/02/2021,TradeZone,SEMI-AUTO
35295,AUDI,A3,GREY,Petrol,1,18000,66385,51,13/01/2022,TradeZone,SEMI-AUTO
91554,FIAT,500 CABRIO,BLACK,Electric,1,13300,22497,40,12/03/2020,TradeZone,MANUAL
52150,VAUXHALL,CORSA,BLUE,Petrol,4,1800,54000,140,30/09/2018,TradeZone,AUTO
98545,AUDI,A5,BLUE,Petrol,2,16650,33312,72,04/11/2020,TradeZone,SEMI-AUTO
76709,FORD,MONDEO,GREY,Diesel,1,8925,60303,73,01/09/2020,TradeZone,SEMI-AUTO
38018,MINI,HATCHBACK,BLACK,Petrol,2,7800,54649,83,02/09/2021,TradeZone,SEMI-AUTO
807,MINI,HATCHBACK,BLACK,Petrol,3,8050,52988,80,29/04/2021,TradeZone,SEMI-AUTO
56342,SKODA,OCTAVIA,YELLOW,Petrol,1,15050,25102,48,15/03/2023,TradeZone,MANUAL
38659,MG,ZS EV,BLACK,Electric,2,13700,13801,34,26/09/2019,TradeZone,SEMI-AUTO
55868,MG,ZS EV,BLUE,Electric,2,12800,30781,32,09/01/2020,OTHER,MANUAL
9372,MG,ZS EV,PURPLE,Electric,1,13500,16667,38,22/10/2020,TradeZone,AUTO
70394,MG,ZS EV,BLUE,Electric,1,12350,33164,36,19/12/2023,TradeZone,SEMI-AUTO
41965,MG,ZS EV,GREY,Electric,2,13200,20784,37,31/03/2019,TradeZone,MANUAL
55681,HYUNDAI,I30,GREY,Petrol,2,20500,17400,68,31/10/2022,TradeZone,MANUAL
96013,VOLKSWAGEN,GOLF,SILVER,Petrol,2,12500,38757,74,30/06/2017,TradeZone,MANUAL
51165,FORD,FIESTA,BLACK,Petrol,4,3025,62322,107,29/06/2021,TradeZone,AUTO
72138,MERCEDES-BENZ,A-CLASS,BLUE,Diesel,1,15400,57959,50,28/03/2019,TradeZone,AUTO
31395,NISSAN,JUKE,WHITE,Petrol,2,4375,53200,98,08/04/2021,OTHER,SEMI-AUTO
95242,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,3,12150,60200,64,17/03/2021,TradeZone,AUTO
72120,RENAULT,KOLEOS,GREY,Diesel,2,13900,44988,65,21/01/2022,TradeZone,MANUAL
48584,VOLKSWAGEN,POLO,BLUE,Petrol,1,15700,5106,16,06/03/2018,TradeZone,SEMI-AUTO
28800,KIA,CEED,BLACK,Petrol,2,10000,46531,74,11/09/2015,PARTEX,MANUAL
22141,NISSAN,QASHQAI,GREY,Petrol,1,12200,40120,54,30/07/2020,TradeZone,SEMI-AUTO
6007,SKODA,FABIA,RED,Petrol,1,11800,38685,28,30/11/2017,TradeZone,SEMI-AUTO
40767,BMW,1 SERIES,WHITE,Petrol,1,15050,32040,62,15/10/2019,OTHER,MANUAL
19033,PEUGEOT,3008,GREY,Diesel,3,9975,37800,83,12/10/2020,TradeZone,SEMI-AUTO
71381,AUDI,Q2,BLUE,Petrol,2,14200,48392,83,10/11/2022,TradeZone,SEMI-AUTO
65247,FIAT,500,GREY,Petrol,2,8000,5349,56,28/09/2018,TradeZone,AUTO
51546,FIAT,500,BLACK,Petrol,1,7425,20778,56,29/03/2017,TradeZone,AUTO
28233,FIAT,500,BLACK,Petrol,1,8125,10889,48,16/07/2019,TradeZone,SEMI-AUTO
75139,FIAT,500,SILVER,Petrol,2,7525,25929,50,01/03/2022,OTHER,MANUAL
76020,FIAT,500,BLUE,Petrol,3,5900,59000,62,30/09/2019,OTHER,SEMI-AUTO
38983,MERCEDES-BENZ,GLC COUPE,SILVER,Diesel,3,17800,64872,86,12/09/2020,TradeZone,MANUAL
92935,PEUGEOT,308,BLACK,Diesel,3,5575,70000,107,31/03/2021,TradeZone,MANUAL
20660,SKODA,RAPID SPACEBACK,BLUE,Diesel,3,4225,63099,120,20/04/2021,OTHER,MANUAL
66606,VAUXHALL,MOKKA X,GREY,Petrol,3,7900,42673,74,02/07/2018,TradeZone,MANUAL
30956,PEUGEOT,108,WHITE,Petrol,2,6250,11962,74,15/08/2020,PARTEX,MANUAL
86575,NISSAN,JUKE,BLACK,Petrol,5,1525,130000,152,29/01/2020,TradeZone,AUTO
15227,VOLVO,XC40,WHITE,Petrol,1,19500,36655,37,08/03/2018,TradeZone,MANUAL
10800,VOLVO,XC40,GREY,Petrol,1,18000,42061,48,06/03/2018,TradeZone,MANUAL
41512,VOLVO,XC40,GREY,Petrol,1,20400,18227,50,31/07/2019,TradeZone,AUTO
91440,VOLVO,XC40,BLUE,Petrol,1,14750,75249,53,02/09/2021,TradeZone,SEMI-AUTO
87487,VOLVO,XC40,BLUE,Petrol,1,16250,56628,53,04/01/2023,TradeZone,AUTO
87519,VOLVO,XC40,GREY,Petrol,1,20400,18348,50,30/09/2018,TradeZone,MANUAL
89341,VOLVO,XC40,BLACK,Petrol,1,20000,22139,49,05/10/2021,TradeZone,AUTO
32703,VOLVO,XC40,WHITE,Petrol,1,18950,32148,50,08/09/2022,TradeZone,SEMI-AUTO
48705,VOLVO,XC40,BLACK,Petrol,1,17600,33908,64,16/06/2020,TradeZone,AUTO
94816,SKODA,SUPERB,BLUE,Petrol,1,13250,70348,37,30/09/2017,TradeZone,MANUAL
50376,SKODA,SUPERB,BLUE,Petrol,1,18350,29073,29,28/09/2018,TradeZone,SEMI-AUTO
39986,FORD,FIESTA,BLACK,Petrol,3,6850,50859,90,28/10/2022,TradeZone,MANUAL
88959,JAGUAR,XE,WHITE,Diesel,1,18200,8686,62,08/06/2021,TradeZone,SEMI-AUTO
44750,RENAULT,GRAND SCENIC,BLACK,Diesel,3,900,99558,176,29/06/2021,TradeZone,MANUAL
5623,RENAULT,CLIO,WHITE,Petrol,3,7175,33200,73,29/01/2020,PARTEX,MANUAL
62551,VOLKSWAGEN,T-ROC,RED,Petrol,2,11450,47044,52,06/07/2018,TradeZone,MANUAL
96976,CITROEN,C3,WHITE,Petrol,4,430,52000,230,27/01/2020,TradeZone,MANUAL
23874,KIA,PICANTO,BLUE,Petrol,3,7075,48124,86,30/12/2020,TradeZone,SEMI-AUTO
1170,MAZDA,MAZDA3,GREY,Petrol,1,11600,33556,62,30/12/2020,TradeZone,SEMI-AUTO
47550,MAZDA,MAZDA3,GREY,Petrol,2,9900,54800,66,24/03/2021,TradeZone,MANUAL
58210,SSANGYONG,KORANDO,BLUE,Diesel,4,2100,53770,116,29/04/2022,TradeZone,MANUAL
16167,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,3,9950,67946,88,27/06/2019,TradeZone,MANUAL
63516,LAND ROVER,DISCOVERY SPORT,WHITE,Diesel,2,10750,55996,89,31/03/2020,TradeZone,MANUAL
48914,LAND ROVER,DISCOVERY SPORT,WHITE,Diesel,3,9450,72898,92,19/03/2022,TradeZone,MANUAL
22868,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,3,10850,51216,98,27/09/2018,TradeZone,MANUAL
37316,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,3,9725,66283,98,27/10/2018,TradeZone,SEMI-AUTO
35430,LAND ROVER,DISCOVERY SPORT,GREEN,Diesel,2,9400,74309,88,20/10/2022,TradeZone,AUTO
11649,NISSAN,JUKE,WHITE,Petrol,2,3800,52913,102,07/01/2021,TradeZone,AUTO
98539,NISSAN,JUKE,RED,Petrol,2,4550,37796,98,21/05/2019,TradeZone,MANUAL
67601,MERCEDES-BENZ,A-CLASS,WHITE,Hybrid,1,13500,68291,51,08/08/2020,OTHER,SEMI-AUTO
47851,MERCEDES-BENZ,A-CLASS,BLACK,Hybrid,1,16650,32191,56,11/06/2021,TradeZone,SEMI-AUTO
37908,MERCEDES-BENZ,A-CLASS,GREY,Hybrid,1,13600,67301,51,12/11/2016,TradeZone,SEMI-AUTO
83034,AUDI,A3,GREY,Hybrid,1,16900,45950,50,22/11/2016,TradeZone,MANUAL
61376,AUDI,A3,RED,Hybrid,1,14850,75633,41,30/01/2021,TradeZone,MANUAL
3325,NISSAN,QASHQAI,BLUE,Diesel,3,9200,71254,84,05/01/2022,TradeZone,MANUAL
78744,MERCEDES-BENZ,A-CLASS,BLACK,Petrol,1,14900,27778,47,27/03/2019,TradeZone,SEMI-AUTO
40757,MERCEDES-BENZ,A-CLASS,BLUE,Petrol,1,13950,40409,42,23/03/2020,TradeZone,AUTO
72241,MERCEDES-BENZ,A-CLASS,GREY,Petrol,2,13500,37026,62,09/03/2020,TradeZone,MANUAL
90571,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Diesel,1,18150,28000,50,14/09/2018,TradeZone,MANUAL
68680,LAND ROVER,RANGE ROVER EVOQUE,GREY,Diesel,1,18350,26188,49,10/09/2018,PARTEX,MANUAL
28573,LAND ROVER,RANGE ROVER EVOQUE,BLUE,Diesel,1,18150,28371,50,22/09/2020,TradeZone,AUTO
23362,LAND ROVER,RANGE ROVER EVOQUE,GREY,Diesel,1,17750,46406,37,27/09/2020,TradeZone,SEMI-AUTO
60026,LAND ROVER,RANGE ROVER EVOQUE,BLACK,Diesel,2,19700,13000,44,31/07/2019,TradeZone,SEMI-AUTO
88365,SKODA,SUPERB,BLUE,Hybrid,1,14300,64493,44,19/04/2021,TradeZone,SEMI-AUTO
52080,MINI,HATCHBACK,GREY,Petrol,3,13050,51636,71,15/03/2022,TradeZone,AUTO
67238,MERCEDES-BENZ,A-CLASS,BLACK,Diesel,5,8400,72500,104,23/09/2020,TradeZone,SEMI-AUTO
45035,BMW,3 SERIES,WHITE,Diesel,3,16250,64000,80,30/09/2021,TradeZone,AUTO
49881,KIA,PICANTO,BLACK,Petrol,2,7075,16628,102,23/03/2022,TradeZone,SEMI-AUTO
55602,VAUXHALL,ASTRA,RED,Petrol,1,17050,14085,19,12/09/2018,TradeZone,MANUAL
20114,MERCEDES-BENZ,EQC,GREY,Electric,1,21050,67832,53,19/10/2018,TradeZone,SEMI-AUTO
82912,KIA,SPORTAGE,BLACK,Petrol,2,19950,30790,34,02/09/2019,TradeZone,AUTO
65918,MERCEDES-BENZ,CLA,WHITE,Petrol,4,11050,59354,97,16/10/2019,TradeZone,AUTO
72907,MERCEDES-BENZ,CLA,GREY,Petrol,3,11700,52000,90,10/11/2020,TradeZone,AUTO
17355,BMW,1 SERIES,SILVER,Petrol,3,7025,45181,116,25/07/2018,PARTEX,MANUAL
83146,VOLKSWAGEN,GOLF,BLACK,Hybrid,4,10400,44076,104,15/06/2021,TradeZone,MANUAL
59047,AUDI,A1,GREY,Petrol,2,8600,43174,92,20/06/2019,TradeZone,SEMI-AUTO
17948,BMW,3 SERIES,BLACK,Diesel,1,15000,51258,62,31/12/2020,TradeZone,SEMI-AUTO
22022,AUDI,A4,RED,Petrol,1,17250,38023,50,11/03/2016,PARTEX,MANUAL
33404,VOLKSWAGEN,SCIROCCO,WHITE,Petrol,5,2575,117000,152,30/03/2021,TradeZone,AUTO
76245,RENAULT,CLIO,SILVER,Diesel,2,5150,73293,84,04/03/2022,TradeZone,SEMI-AUTO
82276,RENAULT,CLIO,GREY,Diesel,3,5950,56831,84,25/04/2022,TradeZone,MANUAL
20676,CITROEN,GRAND C4 PICASSO,BLUE,Diesel,3,2200,116833,123,05/01/2021,TradeZone,MANUAL
79943,MAZDA,CX-30,SILVER,Petrol,2,16300,24174,43,13/09/2021,TradeZone,MANUAL
45750,SEAT,LEON,WHITE,Petrol,2,11650,44000,71,15/09/2022,TradeZone,MANUAL
33876,SEAT,LEON,WHITE,Petrol,3,11500,52787,68,13/11/2018,PARTEX,SEMI-AUTO
33223,NISSAN,QASHQAI,BLACK,Diesel,2,9275,47070,78,31/07/2020,TradeZone,SEMI-AUTO
75307,VOLKSWAGEN,POLO,GREY,Petrol,3,2100,117000,184,31/08/2020,TradeZone,MANUAL
90365,VOLKSWAGEN,POLO,SILVER,Petrol,3,2775,100271,162,31/05/2021,TradeZone,AUTO
38910,BMW,3 SERIES,BLUE,Hybrid,1,15650,66221,50,31/12/2018,TradeZone,MANUAL
2463,BMW,3 SERIES,BLUE,Hybrid,1,15350,74033,44,11/12/2020,TradeZone,MANUAL
68667,BMW,3 SERIES,BLACK,Hybrid,1,16350,59351,50,30/06/2020,TradeZone,SEMI-AUTO
80793,BMW,3 SERIES,RED,Hybrid,1,17850,39630,54,30/04/2023,TradeZone,MANUAL
9775,VOLKSWAGEN,SCIROCCO,BLACK,Diesel,2,5850,83350,113,25/06/2021,TradeZone,MANUAL
18112,VOLKSWAGEN,SCIROCCO,BLACK,Diesel,2,8800,33000,112,20/10/2021,TradeZone,MANUAL
66949,HONDA,JAZZ,RED,Petrol,3,8425,29465,94,01/03/2019,TradeZone,SEMI-AUTO
19078,SKODA,KAMIQ,GREY,Petrol,2,11850,20000,38,30/06/2021,TradeZone,SEMI-AUTO
15182,SKODA,KAMIQ,GREY,Petrol,1,11700,23330,38,11/06/2021,TradeZone,SEMI-AUTO
50835,SKODA,KAMIQ,SILVER,Petrol,1,11550,10000,53,27/10/2021,OTHER,MANUAL
12458,SKODA,KAMIQ,SILVER,Petrol,1,12100,16865,38,11/06/2021,TradeZone,MANUAL
19808,MITSUBISHI,OUTLANDER,BLACK,Hybrid,2,11800,58890,72,15/02/2018,PARTEX,MANUAL
17509,MITSUBISHI,OUTLANDER,BLACK,Hybrid,2,11200,58116,78,30/06/2019,TradeZone,MANUAL
94353,MITSUBISHI,OUTLANDER,WHITE,Hybrid,4,11050,71657,74,22/07/2020,TradeZone,MANUAL
62476,MITSUBISHI,OUTLANDER,BLUE,Hybrid,3,10100,78020,79,31/05/2021,OTHER,MANUAL
79923,MERCEDES-BENZ,GLA,WHITE,Petrol,1,13700,43803,64,31/12/2020,TradeZone,SEMI-AUTO
6772,MERCEDES-BENZ,GLA,GREY,Petrol,4,12650,48406,79,09/06/2021,TradeZone,SEMI-AUTO
89643,MERCEDES-BENZ,GLA,WHITE,Petrol,2,12700,49296,75,06/09/2017,TradeZone,SEMI-AUTO
66309,MERCEDES-BENZ,GLA,GREY,Petrol,2,12700,59000,68,28/12/2016,TradeZone,MANUAL
34365,NISSAN,QASHQAI,GREY,Diesel,4,2725,122202,136,21/06/2021,TradeZone,MANUAL
66075,NISSAN,QASHQAI,BLUE,Diesel,3,3250,106028,134,30/09/2020,TradeZone,MANUAL
57076,BMW,X1,WHITE,Diesel,3,10250,57000,113,30/04/2019,TradeZone,MANUAL
18332,FORD,FIESTA,GREY,Diesel,4,520,146250,194,22/02/2017,PARTEX,MANUAL
48874,MERCEDES-BENZ,C-CLASS,WHITE,Diesel,1,17550,20190,80,31/01/2020,PARTEX,MANUAL
1352,MERCEDES-BENZ,GLA,BLACK,Diesel,2,10550,72254,80,30/11/2019,TradeZone,MANUAL
39591,SEAT,IBIZA,SILVER,Petrol,5,1975,95000,145,11/01/2020,TradeZone,AUTO
67361,NISSAN,X-TRAIL,GREY,Diesel,3,5350,66671,120,30/09/2020,TradeZone,SEMI-AUTO
29772,VAUXHALL,CORSA,BLACK,Petrol,6,370,101872,210,25/02/2021,TradeZone,MANUAL
30398,MERCEDES-BENZ,A-CLASS,GREY,Diesel,1,14100,49310,50,23/12/2020,TradeZone,AUTO
5370,PEUGEOT,208,RED,Petrol,1,8800,51129,56,28/02/2023,TradeZone,MANUAL
87378,BMW,5 SERIES,RED,Diesel,2,9650,118000,95,17/07/2020,OTHER,MANUAL
24996,LAND ROVER,RANGE ROVER VELAR,BLACK,Diesel,1,23050,55183,50,28/05/2021,TradeZone,MANUAL
19023,LAND ROVER,RANGE ROVER VELAR,SILVER,Diesel,1,25500,30779,50,15/10/2020,TradeZone,MANUAL
47611,HYUNDAI,I30,BLACK,Diesel,2,7500,28255,104,31/10/2020,TradeZone,MANUAL
48115,MINI,COUNTRYMAN,BLUE,Petrol,3,9525,59538,90,28/09/2020,TradeZone,MANUAL
15156,RENAULT,CAPTUR,GREY,Diesel,2,5525,73000,86,04/02/2017,TradeZone,SEMI-AUTO
72569,FIAT,500E,WHITE,Electric,1,14550,6224,32,31/01/2020,TradeZone,MANUAL
15630,BMW,5 SERIES,BLUE,Diesel,2,15850,63246,72,10/02/2021,TradeZone,MANUAL
60652,BMW,5 SERIES,GREY,Diesel,3,14800,58145,89,31/07/2018,TradeZone,MANUAL
34269,VOLVO,V90,WHITE,Diesel,1,17950,51345,49,30/04/2018,TradeZone,MANUAL
3298,BMW,2 SERIES,SILVER,Petrol,1,11250,32555,91,13/03/2020,TradeZone,MANUAL
45459,VAUXHALL,MOKKA X,RED,Petrol,4,6550,55500,71,30/04/2022,TradeZone,MANUAL
11893,VOLVO,XC40,BLACK,Diesel,1,18100,32364,54,12/09/2022,TradeZone,MANUAL
8658,FORD,FIESTA,BLACK,Petrol,3,7675,40314,70,30/06/2017,TradeZone,MANUAL
57831,SUZUKI,SX4 S-CROSS,GREY,Petrol,2,5775,57644,99,30/04/2018,TradeZone,MANUAL
33346,AUDI,A1,GREY,Petrol,1,15650,21752,33,29/03/2019,TradeZone,SEMI-AUTO
87577,HYUNDAI,I40,BLUE,Diesel,3,4400,82760,92,10/11/2020,TradeZone,AUTO
