V_NO,MAKE,MODEL,COLOUR,FUEL_TYPE,REGISTERED_KEEPERS,CAPCLEAN,ODOMETER_MILES,VEHICLE_AGE__MONTHS,REGISTRATION_DATE,VEHICLE_SOURCE,TRANSMISSION_TYPE
57528,KIA,E-NIRO,BLUE,Electric,1,12100,69372,50,27/06/2019,TradeZone,SEMI-AUTO
67988,KIA,E-NIRO,BLUE,Electric,1,12350,66251,50,29/06/2021,TradeZone,AUTO
65096,KIA,E-NIRO,GREY,Electric,1,15900,25541,50,30/06/2021,TradeZone,AUTO
81940,KIA,E-NIRO,WHITE,Electric,1,12950,55073,51,22/06/2021,TradeZone,SEMI-AUTO
96789,KIA,E-NIRO,BLUE,Electric,1,14900,38460,42,12/07/2022,TradeZone,AUTO
84082,CITROEN,C1,BLACK,Petrol,4,700,93990,194,03/02/2021,TradeZone,AUTO
97198,BMW,5 SERIES,RED,Diesel,1,23850,22150,55,15/02/2021,OTHER,MANUAL
36309,MG,ZS,WHITE,Petrol,1,13950,6000,14,31/07/2019,TradeZone,MANUAL
17977,MG,ZS,BLACK,Petrol,2,10250,38554,50,11/09/2017,TradeZone,MANUAL
67287,MG,ZS,GREY,Petrol,2,10900,29682,44,16/04/2019,TradeZone,SEMI-AUTO
41761,MG,ZS,GREY,Petrol,1,10950,35957,34,06/08/2021,TradeZone,MANUAL
15514,NISSAN,QASHQAI,GREY,Petrol,2,9650,54300,86,30/06/2020,TradeZone,MANUAL
98045,NISSAN,QASHQAI,BLACK,Petrol,2,8200,72867,87,08/09/2020,OTHER,AUTO
3548,FORD,C-MAX,BLACK,Petrol,2,4075,58111,101,30/06/2021,TradeZone,SEMI-AUTO
40060,JAGUAR,XE,BLACK,Petrol,1,19700,31598,50,30/06/2021,TradeZone,AUTO
41318,SKODA,OCTAVIA,BLACK,Diesel,2,3275,101801,136,30/06/2021,TradeZone,MANUAL
7362,VAUXHALL,CROSSLAND,WHITE,Petrol,2,5825,74359,50,28/01/2020,TradeZone,MANUAL
18137,FORD,MONDEO,BLACK,Hybrid,2,6675,88663,81,12/02/2021,TradeZone,AUTO
33943,ALFA ROMEO,MITO,WHITE,Petrol,6,670,108000,182,27/05/2016,PARTEX,MANUAL
6533,VOLVO,V90,BLACK,Petrol,2,14950,63636,69,01/03/2019,OTHER,MANUAL
43232,BMW,1 SERIES,BLUE,Diesel,2,5925,63083,92,29/04/2019,TradeZone,SEMI-AUTO
7738,FORD,FOCUS,BLUE,Diesel,2,10900,34085,58,24/05/2021,TradeZone,AUTO
635,NISSAN,MICRA,GREY,Petrol,3,590,130268,190,11/09/2020,TradeZone,MANUAL
78505,KIA,CEED,GREY,Diesel,5,3250,101048,115,27/02/2018,TradeZone,SEMI-AUTO
87371,SUZUKI,SWIFT,BLACK,Petrol,1,8050,31166,55,17/12/2018,TradeZone,MANUAL
79878,VOLKSWAGEN,TAIGO,WHITE,Petrol,1,15250,22963,34,13/03/2020,TradeZone,AUTO
2862,SUZUKI,SWACE,BLUE,Hybrid,1,13200,33084,38,04/03/2021,TradeZone,SEMI-AUTO
13959,SUZUKI,SWACE,BLUE,Hybrid,3,11550,43685,54,24/03/2022,TradeZone,AUTO
10595,VOLKSWAGEN,POLO,GREY,Petrol,6,4250,68000,175,20/09/2017,TradeZone,SEMI-AUTO
23786,FORD,EDGE,SILVER,Diesel,4,6450,144000,97,23/10/2019,TradeZone,MANUAL
9550,FORD,EDGE,BLACK,Diesel,2,10750,68364,96,22/09/2020,TradeZone,AUTO
56514,AUDI,E-TRON,ORANGE,Electric,2,22250,34490,50,30/06/2021,OTHER,MANUAL
77970,DS,DS 3 CROSSBACK,BLACK,Diesel,2,10450,27453,65,25/07/2022,TradeZone,AUTO
94658,DACIA,DUSTER,WHITE,Petrol,2,4325,76272,74,01/03/2018,TradeZone,MANUAL
48719,VAUXHALL,MOKKA X,GREY,Petrol,2,4500,44500,101,15/03/2019,TradeZone,SEMI-AUTO
77033,HONDA,HONDA E,BLACK,Electric,2,13350,9486,53,05/07/2018,PARTEX,MANUAL
58888,SKODA,KAMIQ,GREY,Petrol,1,11100,9839,37,11/06/2020,TradeZone,MANUAL
60023,MINI,HATCHBACK,BLUE,Diesel,4,3875,52398,116,02/10/2019,TradeZone,MANUAL
77636,HYUNDAI,SANTA FE,BLACK,Hybrid,1,25300,31602,38,24/09/2020,OTHER,SEMI-AUTO
2684,TOYOTA,YARIS,WHITE,Petrol,4,2050,56000,218,30/06/2021,TradeZone,SEMI-AUTO
37701,SKODA,FABIA,BLUE,Petrol,1,16550,1725,7,28/06/2021,TradeZone,AUTO
10467,VOLKSWAGEN,TIGUAN,RED,Petrol,2,19550,28150,62,22/03/2021,TradeZone,MANUAL
73642,NISSAN,JUKE,WHITE,Petrol,2,7800,16739,77,15/09/2017,TradeZone,AUTO
76720,NISSAN,JUKE,GREY,Petrol,3,4650,75274,82,31/01/2023,TradeZone,MANUAL
76842,VOLKSWAGEN,GOLF,WHITE,Diesel,1,17650,41200,32,31/08/2021,TradeZone,MANUAL
71917,SEAT,IBIZA,GREY,Petrol,3,,50000,260,31/03/2018,TradeZone,SEMI-AUTO
9033,VAUXHALL,CORSA-E,BLACK,Electric,1,10250,27088,37,09/08/2019,TradeZone,AUTO
79046,VAUXHALL,CORSA-E,WHITE,Electric,1,8450,58581,36,14/09/2019,TradeZone,MANUAL
23034,KIA,PICANTO,BLACK,Petrol,4,6950,11016,71,29/04/2021,TradeZone,AUTO
21695,KIA,PICANTO,BLACK,Petrol,2,5450,35489,94,14/09/2017,TradeZone,AUTO
91306,KIA,PICANTO,BLACK,Petrol,3,5525,40041,81,26/06/2019,TradeZone,MANUAL
93349,KIA,PICANTO,GREY,Petrol,3,5975,31300,80,31/01/2020,PARTEX,SEMI-AUTO
36741,KIA,PICANTO,ORANGE,Petrol,3,6575,17137,76,10/05/2021,TradeZone,MANUAL
35249,NISSAN,QASHQAI,BLACK,Petrol,4,2475,68168,147,31/03/2021,TradeZone,MANUAL
42399,AUDI,A1,BLACK,Petrol,2,17750,18000,49,23/09/2016,TradeZone,MANUAL
11648,HYUNDAI,TUCSON,GREY,Petrol,1,16750,25616,73,09/09/2020,TradeZone,MANUAL
52760,TOYOTA,YARIS,BLUE,Hybrid,4,9225,38188,107,25/06/2019,PARTEX,MANUAL
38012,VOLKSWAGEN,ID.3,GREY,Electric,1,20350,2835,17,31/01/2023,TradeZone,MANUAL
51801,FORD,FIESTA,BLACK,Petrol,2,4925,49500,86,31/07/2018,TradeZone,AUTO
4138,FORD,FIESTA,ORANGE,Petrol,3,6375,16497,77,26/06/2020,TradeZone,MANUAL
2491,FORD,FIESTA,GREY,Petrol,2,4750,56000,77,16/09/2015,PARTEX,MANUAL
67583,PEUGEOT,108,GREY,Petrol,2,2025,106431,124,30/09/2019,TradeZone,MANUAL
82352,VAUXHALL,CORSA,GREY,Petrol,3,1650,89753,132,31/10/2020,TradeZone,AUTO
56122,NISSAN,JUKE,BLACK,Diesel,3,4325,78789,92,20/12/2021,TradeZone,MANUAL
69105,NISSAN,JUKE,BLACK,Diesel,2,2900,117600,91,31/10/2021,TradeZone,AUTO
39633,VOLVO,XC90,WHITE,Petrol,2,31600,15374,56,31/03/2017,OTHER,MANUAL
31722,KIA,PROCEED,BLUE,Petrol,2,14300,26656,67,01/09/2015,PARTEX,MANUAL
71895,SKODA,FABIA,SILVER,Petrol,1,17150,6991,8,30/03/2018,TradeZone,MANUAL
21404,AUDI,A5,SILVER,Diesel,6,5750,99500,140,29/04/2021,TradeZone,AUTO
8648,SKODA,FABIA,GREY,Diesel,2,430,169695,187,30/09/2021,TradeZone,MANUAL
83976,DACIA,SANDERO,ORANGE,Petrol,3,4400,22679,84,12/03/2020,TradeZone,MANUAL
23868,VOLKSWAGEN,GOLF,BLACK,Petrol,2,6525,74895,101,22/06/2020,TradeZone,MANUAL
2946,MERCEDES-BENZ,C-CLASS,GREY,Petrol,3,2875,96605,182,30/09/2019,PARTEX,MANUAL
4902,LAND ROVER,RANGE ROVER VELAR,BLACK,Diesel,1,18600,72743,54,20/08/2021,TradeZone,SEMI-AUTO
85914,LAND ROVER,RANGE ROVER VELAR,BLACK,Diesel,2,17500,62987,80,25/01/2019,PARTEX,AUTO
79604,AUDI,A1,BLUE,Diesel,2,9675,46873,92,31/01/2023,TradeZone,MANUAL
87723,PEUGEOT,308,GREY,Petrol,3,4100,52726,99,31/01/2023,TradeZone,MANUAL
8165,PEUGEOT,208,WHITE,Petrol,2,2275,57533,130,09/05/2018,PARTEX,MANUAL
18315,MINI,HATCHBACK,BLACK,Diesel,4,2325,154800,110,31/03/2021,TradeZone,MANUAL
70106,BMW,X5,GREY,Hybrid,2,13700,71535,106,13/11/2019,TradeZone,SEMI-AUTO
98306,MINI,HATCHBACK,GREY,Petrol,2,5525,48006,99,22/10/2020,TradeZone,AUTO
52416,MINI,HATCHBACK,BLACK,Petrol,2,5950,34228,104,30/09/2021,TradeZone,AUTO
90565,MINI,HATCHBACK,WHITE,Petrol,2,5125,69801,91,23/03/2017,TradeZone,MANUAL
48543,MINI,HATCHBACK,BLACK,Petrol,4,6075,38648,98,01/03/2019,TradeZone,MANUAL
78056,MINI,HATCHBACK,SILVER,Petrol,2,5150,64649,97,12/03/2020,TradeZone,AUTO
12195,VAUXHALL,CORSA,GREY,Petrol,3,2675,70415,110,12/11/2020,TradeZone,SEMI-AUTO
69964,VAUXHALL,CORSA,BLUE,Petrol,3,4000,36731,95,08/09/2021,TradeZone,MANUAL
80248,TOYOTA,COROLLA TOURING SPORT,WHITE,Petrol,2,8775,72943,62,27/09/2022,PARTEX,AUTO
27957,LAND ROVER,DEFENDER,WHITE,Diesel,1,60200,21787,14,31/03/2021,TradeZone,SEMI-AUTO
84616,JAGUAR,F-PACE,RED,Diesel,2,15650,53662,62,07/09/2020,TradeZone,MANUAL
17514,JAGUAR,F-PACE,BLUE,Diesel,2,16250,47200,62,11/08/2016,TradeZone,MANUAL
81419,JAGUAR,F-PACE,GREY,Diesel,2,12950,63439,85,31/01/2023,TradeZone,MANUAL
9688,JAGUAR,F-PACE,GREY,Diesel,3,17750,26301,68,31/01/2023,TradeZone,MANUAL
3061,VAUXHALL,ASTRA,BLACK,Diesel,5,4450,72717,96,22/04/2021,TradeZone,AUTO
32886,VOLKSWAGEN,POLO,BLACK,Petrol,2,7125,61500,95,31/03/2021,TradeZone,MANUAL
71438,VOLVO,XC40,WHITE,Petrol,2,21200,29043,52,28/03/2023,OTHER,MANUAL
42986,VOLVO,XC40,GREY,Petrol,3,20550,29331,59,08/12/2017,TradeZone,MANUAL
61776,VOLVO,XC40,GREY,Petrol,2,20650,32011,55,12/10/2020,TradeZone,MANUAL
98102,KIA,SPORTAGE,BLACK,Hybrid,1,22150,32000,38,30/09/2020,TradeZone,AUTO
83503,AUDI,E-TRON,WHITE,Electric,2,15300,47593,56,08/11/2021,TradeZone,MANUAL
59296,AUDI,E-TRON,GREY,Electric,2,15000,61326,41,29/04/2022,TradeZone,AUTO
84530,AUDI,E-TRON,WHITE,Electric,1,17750,24658,49,30/09/2017,TradeZone,MANUAL
86841,VOLVO,XC40,WHITE,Electric,1,29800,9981,15,31/12/2018,TradeZone,MANUAL
14573,VOLVO,XC40,WHITE,Electric,1,26400,31052,19,23/09/2019,TradeZone,SEMI-AUTO
89338,FIAT,500,WHITE,Petrol,1,8400,12236,48,30/09/2019,TradeZone,AUTO
34702,VOLKSWAGEN,TIGUAN,BLACK,Petrol,1,15050,38500,50,31/03/2021,TradeZone,SEMI-AUTO
56430,VAUXHALL,CORSA-E,BLACK,Electric,1,10200,14078,48,20/03/2020,TradeZone,MANUAL
52852,VAUXHALL,CORSA-E,WHITE,Electric,1,9200,30118,46,17/06/2020,TradeZone,AUTO
89431,VAUXHALL,CORSA-E,SILVER,Electric,2,10300,16251,44,14/03/2022,TradeZone,AUTO
44207,JAGUAR,XJ,BLACK,Diesel,4,9250,76500,116,01/09/2019,TradeZone,AUTO
1227,MINI,HATCHBACK,GREY,Petrol,1,7750,70966,73,30/09/2019,TradeZone,AUTO
96365,MERCEDES-BENZ,A-CLASS,WHITE,Petrol,2,12500,49568,83,03/09/2020,TradeZone,MANUAL
6485,TOYOTA,COROLLA TOURING SPORT,SILVER,Hybrid,2,12600,54581,68,29/07/2019,TradeZone,SEMI-AUTO
32401,TOYOTA,COROLLA TOURING SPORT,GREY,Hybrid,1,14850,37113,48,31/01/2023,TradeZone,MANUAL
1816,TOYOTA,COROLLA TOURING SPORT,RED,Hybrid,2,15050,44100,38,29/11/2018,TradeZone,MANUAL
77213,TOYOTA,COROLLA TOURING SPORT,BLACK,Hybrid,1,18250,12839,28,09/09/2020,TradeZone,MANUAL
48470,TOYOTA,COROLLA TOURING SPORT,BROWN,Hybrid,2,16500,22838,40,09/04/2021,TradeZone,MANUAL
27731,CITROEN,C3,BLUE,Diesel,2,4750,74935,75,07/04/2021,TradeZone,AUTO
26038,LAND ROVER,RANGE ROVER EVOQUE,BEIGE,Diesel,1,17100,24608,64,07/03/2020,TradeZone,MANUAL
68259,LAND ROVER,RANGE ROVER EVOQUE,WHITE,Diesel,1,13850,74781,65,30/09/2019,TradeZone,MANUAL
55457,LAND ROVER,RANGE ROVER EVOQUE,RED,Diesel,2,15850,40629,68,26/09/2019,TradeZone,SEMI-AUTO
9429,LAND ROVER,RANGE ROVER EVOQUE,RED,Diesel,2,16350,32142,65,27/09/2019,TradeZone,MANUAL
35067,LAND ROVER,RANGE ROVER EVOQUE,GREY,Diesel,1,14250,78666,56,29/09/2020,TradeZone,AUTO
60487,LAND ROVER,RANGE ROVER EVOQUE,RED,Diesel,3,16850,37229,56,31/07/2019,TradeZone,MANUAL
44248,NISSAN,QASHQAI,BLACK,Petrol,2,5975,50886,94,31/01/2023,TradeZone,MANUAL
4974,NISSAN,QASHQAI,WHITE,Petrol,4,7075,39000,82,31/07/2018,TradeZone,MANUAL
67857,FORD,FIESTA,WHITE,Petrol,1,2575,88000,186,22/03/2021,TradeZone,MANUAL
87265,FORD,KUGA,BLACK,Petrol,4,11300,19264,80,31/10/2019,OTHER,SEMI-AUTO
42210,FORD,KUGA,BLUE,Petrol,3,8675,59336,74,30/11/2019,TradeZone,MANUAL
50989,FORD,KUGA,BLUE,Petrol,3,10750,33000,68,10/12/2021,PARTEX,SEMI-AUTO
27660,FORD,KUGA,WHITE,Petrol,2,10100,42746,66,19/09/2017,TradeZone,MANUAL
47405,VAUXHALL,GRANDLAND X,SILVER,Diesel,2,8150,68079,74,30/06/2019,TradeZone,SEMI-AUTO
76232,VAUXHALL,CROSSLAND X,WHITE,Petrol,1,8550,24303,50,10/07/2020,TradeZone,AUTO
96673,VAUXHALL,CROSSLAND X,WHITE,Petrol,1,6225,61215,53,28/03/2023,OTHER,MANUAL
20845,HONDA,CIVIC,WHITE,Petrol,2,11500,33713,77,19/06/2020,TradeZone,AUTO
42637,VOLVO,V40,BLUE,Diesel,4,8000,52519,88,30/09/2021,TradeZone,AUTO
48123,AUDI,A1,WHITE,Petrol,4,14500,31800,83,24/09/2021,TradeZone,MANUAL
11447,FORD,FIESTA,BLUE,Petrol,2,3100,87974,106,19/06/2018,TradeZone,MANUAL
78767,HYUNDAI,TUCSON,GREY,Petrol,3,8775,65307,80,26/08/2021,TradeZone,AUTO
96092,HYUNDAI,TUCSON,BLUE,Petrol,1,11200,32347,64,06/03/2020,TradeZone,MANUAL
76107,HYUNDAI,TUCSON,GREY,Petrol,2,9025,60049,78,31/03/2021,TradeZone,MANUAL
7143,HYUNDAI,TUCSON,WHITE,Petrol,2,10100,50285,68,21/11/2019,TradeZone,MANUAL
93976,HYUNDAI,TUCSON,RED,Petrol,3,9825,46173,75,20/06/2019,PARTEX,AUTO
6439,FORD,FIESTA,GREY,Petrol,3,3975,55450,96,31/01/2023,TradeZone,MANUAL
16640,DS,DS 3,GREY,Petrol,4,4400,47825,92,31/01/2023,TradeZone,MANUAL
56733,RENAULT,KADJAR,BLACK,Petrol,1,12050,16819,49,13/11/2017,TradeZone,SEMI-AUTO
44116,TOYOTA,AYGO,GREY,Petrol,2,8400,7258,73,20/11/2017,PARTEX,MANUAL
11199,CITROEN,C3,GREY,Petrol,3,4825,42680,94,30/09/2019,TradeZone,MANUAL
74676,CITROEN,C3,BLACK,Petrol,3,3900,76899,94,09/11/2020,TradeZone,AUTO
50864,CITROEN,C3,BLUE,Petrol,3,4375,57662,98,02/03/2018,TradeZone,MANUAL
16538,CITROEN,C3,GREY,Petrol,3,4775,44384,95,08/03/2021,TradeZone,SEMI-AUTO
77081,CITROEN,C3,ORANGE,Petrol,2,5400,33561,86,10/09/2020,TradeZone,MANUAL
7573,CITROEN,C3,GREY,Petrol,1,6125,21189,73,10/09/2021,TradeZone,AUTO
96487,CITROEN,C3,ORANGE,Petrol,2,4025,74239,92,30/09/2021,TradeZone,AUTO
16580,CITROEN,C3,BLACK,Petrol,1,5675,30317,75,01/03/2019,TradeZone,MANUAL
72966,CITROEN,C3,SILVER,Petrol,2,4675,64500,70,30/06/2020,TradeZone,AUTO
52236,CITROEN,C3,GREY,Petrol,1,5025,52808,71,27/03/2021,TradeZone,SEMI-AUTO
11178,PEUGEOT,2008,BLUE,Diesel,3,2600,102000,122,03/06/2021,TradeZone,MANUAL
41896,MERCEDES-BENZ,GLE COUPE,BLACK,Petrol,3,21200,73700,91,29/03/2019,TradeZone,MANUAL
85300,AUDI,A3,BLUE,Diesel,2,12850,53461,56,24/06/2021,TradeZone,SEMI-AUTO
47444,BMW,3 SERIES,WHITE,Petrol,2,6025,63000,96,08/09/2018,TradeZone,MANUAL
45992,BMW,3 SERIES,GREY,Petrol,2,6600,55000,90,31/01/2023,TradeZone,MANUAL
3084,BMW,3 SERIES,GREY,Petrol,2,6025,63000,95,31/01/2023,TradeZone,MANUAL
54907,DACIA,SANDERO,GREY,Petrol,1,9500,16932,32,31/01/2023,TradeZone,MANUAL
15131,DACIA,SANDERO,BEIGE,Petrol,1,9575,8886,39,06/07/2020,TradeZone,MANUAL
50843,FORD,FIESTA,WHITE,Diesel,4,1025,101000,186,27/06/2020,TradeZone,AUTO
19183,HONDA,CR-V,WHITE,Petrol,3,4800,100587,157,28/03/2023,OTHER,MANUAL
20865,HONDA,CR-V,BLUE,Petrol,3,4900,88900,165,27/10/2018,TradeZone,MANUAL
24503,LAND ROVER,RANGE ROVER EVOQUE,RED,Diesel,3,5000,100000,122,28/01/2021,TradeZone,AUTO
26941,FORD,FIESTA,BLUE,Petrol,3,,63400,263,10/03/2017,PARTEX,MANUAL
66721,PEUGEOT,208,BLUE,Petrol,5,3700,47057,101,29/10/2019,PARTEX,MANUAL
52225,MITSUBISHI,OUTLANDER,SILVER,Hybrid,3,11500,48333,86,24/04/2015,PARTEX,MANUAL
57452,BMW,X1,BLUE,Diesel,3,10700,67460,96,19/06/2020,TradeZone,AUTO
18693,FORD,FIESTA,GREY,Petrol,2,6900,51518,73,12/04/2021,TradeZone,AUTO
62756,FORD,FIESTA,GREY,Petrol,3,7900,34305,72,02/11/2020,TradeZone,SEMI-AUTO
62123,FORD,FIESTA,GREY,Petrol,3,6400,57550,80,02/10/2019,TradeZone,AUTO
27919,BMW,3 SERIES,SILVER,Hybrid,1,17950,61175,50,12/03/2020,TradeZone,MANUAL
20806,BMW,3 SERIES,BLACK,Hybrid,1,21850,25000,52,17/04/2019,TradeZone,MANUAL
11002,BMW,3 SERIES,WHITE,Hybrid,2,18300,52956,53,07/09/2017,TradeZone,AUTO
45591,TOYOTA,AYGO X,SILVER,Petrol,2,13200,7567,20,14/09/2020,TradeZone,AUTO
82018,BMW,X1,GREY,Petrol,2,16950,58949,59,03/09/2018,TradeZone,MANUAL
24040,AUDI,A5,WHITE,Petrol,2,16850,46921,62,31/03/2021,TradeZone,MANUAL
41466,VAUXHALL,CORSA,BLACK,Petrol,1,14250,29342,23,21/09/2018,TradeZone,MANUAL
9677,VAUXHALL,CORSA,BLUE,Petrol,2,11950,48765,38,31/10/2018,PARTEX,MANUAL
30622,DS,DS 3,BLUE,Petrol,4,4175,60261,116,31/10/2021,TradeZone,AUTO
44801,LAND ROVER,DISCOVERY SPORT,BLACK,Diesel,1,21250,54881,50,30/09/2020,TradeZone,MANUAL
35943,LAND ROVER,DISCOVERY SPORT,GREY,Diesel,1,21550,39244,58,30/09/2022,TradeZone,MANUAL
95838,PEUGEOT,5008,BLUE,Petrol,1,17750,17152,50,26/06/2020,TradeZone,MANUAL
13772,VAUXHALL,CORSA,SILVER,Petrol,7,470,109000,182,13/01/2020,TradeZone,AUTO
35623,HYUNDAI,IONIQ,BLACK,Hybrid,1,14100,30600,62,16/07/2019,TradeZone,MANUAL
55139,HYUNDAI,IONIQ,BLACK,Hybrid,1,12750,47273,57,15/05/2018,TradeZone,MANUAL
68846,TOYOTA,AYGO,GREY,Petrol,1,5325,57000,116,19/08/2020,TradeZone,SEMI-AUTO
91024,CITROEN,C3,GREY,Petrol,1,8700,45892,37,08/12/2016,PARTEX,MANUAL
31469,CITROEN,C3,SILVER,Petrol,1,9500,31017,37,30/11/2020,TradeZone,MANUAL
24350,JAGUAR,E-PACE,WHITE,Diesel,2,9300,75560,78,31/12/2021,TradeZone,AUTO
20550,FORD,KA+,GREY,Petrol,3,6200,35433,80,27/04/2021,TradeZone,SEMI-AUTO
40381,VAUXHALL,CORSA,WHITE,Petrol,3,6250,36673,74,30/04/2021,TradeZone,AUTO
59319,VAUXHALL,CORSA,GREY,Petrol,2,5675,39511,82,30/06/2021,OTHER,SEMI-AUTO
73884,MERCEDES-BENZ,CLA,BLUE,Diesel,1,21350,24346,62,24/05/2021,TradeZone,SEMI-AUTO
71293,HYUNDAI,KONA,BLACK,Electric,1,14350,21348,38,27/09/2021,OTHER,MANUAL
9231,HYUNDAI,KONA,BLACK,Electric,1,14450,20415,38,23/02/2022,TradeZone,AUTO
83022,HYUNDAI,KONA,BLACK,Electric,1,10600,62654,48,10/06/2016,PARTEX,MANUAL
10700,HYUNDAI,KONA,GREY,Electric,1,12850,31784,49,27/06/2018,TradeZone,MANUAL
61226,HYUNDAI,KONA,BLACK,Electric,1,14100,24762,37,28/05/2021,TradeZone,SEMI-AUTO
10791,HYUNDAI,KONA,BLACK,Electric,1,13550,28151,39,31/01/2018,TradeZone,MANUAL
72483,HYUNDAI,KONA,RED,Electric,1,12950,35220,39,19/01/2018,TradeZone,MANUAL
46024,HYUNDAI,KONA,GREY,Electric,1,13950,23257,39,20/11/2018,TradeZone,MANUAL
13785,HYUNDAI,KONA,GREEN,Electric,1,14450,20376,37,31/12/2019,TradeZone,MANUAL
10210,HYUNDAI,KONA,SILVER,Electric,1,12250,39632,48,28/10/2020,TradeZone,AUTO
15252,HYUNDAI,KONA,RED,Electric,1,11900,52526,38,12/02/2021,TradeZone,MANUAL
56376,TOYOTA,YARIS,GREY,Petrol,3,2700,101840,140,08/12/2020,TradeZone,AUTO
89498,RENAULT,ZOE,BLACK,Electric,2,8250,25000,62,11/01/2022,TradeZone,MANUAL
48246,RENAULT,ZOE,BLUE,Electric,1,7750,38094,53,12/06/2017,OTHER,SEMI-AUTO
16694,RENAULT,ZOE,SILVER,Electric,2,7700,39422,54,27/05/2021,OTHER,MANUAL
11021,VOLKSWAGEN,UP!,GREY,Petrol,3,5450,57000,92,28/09/2017,OTHER,MANUAL
17592,SKODA,FABIA,BLACK,Petrol,1,13000,15618,38,30/09/2020,TradeZone,MANUAL
36534,DACIA,DUSTER,GREY,Petrol,1,8775,43091,74,11/10/2021,TradeZone,MANUAL
73852,RENAULT,KADJAR,RED,Petrol,3,8025,32207,92,11/10/2021,OTHER,MANUAL
46208,FORD,KUGA,WHITE,Diesel,2,8175,60248,86,28/09/2021,TradeZone,AUTO
22350,VOLKSWAGEN,TIGUAN,WHITE,Hybrid,1,20800,30377,38,17/11/2021,TradeZone,AUTO
22107,FORD,FOCUS,BLACK,Petrol,3,1825,79000,154,31/05/2019,PARTEX,AUTO
79925,MERCEDES-BENZ,CLA,BRONZE,Petrol,2,18200,66296,54,30/04/2019,TradeZone,MANUAL
87201,SUBARU,XV,WHITE,Petrol,4,12250,38100,77,30/06/2021,TradeZone,AUTO
66677,NISSAN,QASHQAI,GREY,Petrol,3,1750,87400,175,09/07/2021,TradeZone,MANUAL
60503,VAUXHALL,ASTRA,RED,Petrol,3,4950,49463,88,24/11/2015,TradeZone,MANUAL
56920,KIA,RIO,WHITE,Petrol,1,11400,22055,37,31/01/2018,TradeZone,MANUAL
45238,AUDI,Q7,GREY,Diesel,4,4075,132765,149,25/01/2022,TradeZone,AUTO
21810,MINI,COUNTRYMAN,BLUE,Hybrid,1,12400,79308,52,31/12/2021,TradeZone,MANUAL
48650,MINI,HATCHBACK,BLACK,Electric,1,7700,43022,50,12/08/2019,TradeZone,AUTO
9435,TOYOTA,YARIS CROSS,WHITE,Hybrid,1,19700,19661,38,21/06/2016,PARTEX,MANUAL
3435,TOYOTA,YARIS CROSS,WHITE,Hybrid,1,19200,28606,30,31/03/2021,TradeZone,MANUAL
43576,MERCEDES-BENZ,A-CLASS,RED,Diesel,3,15600,30268,67,01/11/2019,TradeZone,MANUAL
43,MERCEDES-BENZ,A-CLASS,WHITE,Diesel,2,13000,51917,82,06/12/2019,TradeZone,MANUAL
42874,MERCEDES-BENZ,A-CLASS,RED,Diesel,2,15450,36068,58,27/01/2021,TradeZone,MANUAL
99946,NISSAN,LEAF,BLUE,Electric,2,8800,20420,49,18/12/2020,TradeZone,MANUAL
95976,NISSAN,LEAF,SILVER,Electric,1,8375,34030,39,30/06/2018,TradeZone,MANUAL
5131,NISSAN,LEAF,GREY,Electric,2,6175,68087,59,10/10/2019,TradeZone,SEMI-AUTO
52635,NISSAN,LEAF,BLACK,Electric,1,8800,23749,41,28/06/2017,TradeZone,MANUAL
16672,NISSAN,LEAF,BLACK,Electric,1,9100,20036,39,28/01/2019,TradeZone,AUTO
44914,NISSAN,LEAF,GREY,Electric,1,8900,27303,37,16/08/2019,PARTEX,MANUAL
6137,NISSAN,LEAF,RED,Electric,2,7200,44978,62,15/06/2018,TradeZone,MANUAL
85365,NISSAN,LEAF,WHITE,Electric,1,9925,9290,37,05/06/2018,TradeZone,MANUAL
14592,NISSAN,LEAF,WHITE,Electric,2,7225,30577,80,30/11/2020,TradeZone,MANUAL
80360,NISSAN,LEAF,BLUE,Electric,1,8850,19656,50,01/03/2018,TradeZone,MANUAL
91178,VOLKSWAGEN,TIGUAN ALLSPACE,BLACK,Petrol,1,17400,44999,50,30/06/2017,TradeZone,MANUAL
51509,TOYOTA,YARIS,BLUE,Hybrid,2,10150,40985,82,09/06/2018,TradeZone,MANUAL
79630,TOYOTA,AYGO,BLACK,Petrol,2,8350,53000,68,30/06/2021,TradeZone,AUTO
89839,VAUXHALL,CORSA,ORANGE,Diesel,8,480,106000,190,24/06/2022,TradeZone,MANUAL
31664,BMW,3 SERIES,BLUE,Hybrid,1,13400,67558,50,16/03/2022,TradeZone,AUTO
65985,BMW,3 SERIES,GREY,Hybrid,1,13400,73477,40,25/09/2020,TradeZone,AUTO
27031,FORD,FOCUS,WHITE,Petrol,2,13150,11414,49,27/09/2021,TradeZone,MANUAL
2605,MERCEDES-BENZ,GLA,WHITE,Diesel,3,12600,60538,88,31/07/2016,TradeZone,SEMI-AUTO
10148,KIA,XCEED,BLUE,Petrol,2,10900,41500,67,31/07/2018,TradeZone,MANUAL
70001,SEAT,LEON,BLACK,Hybrid,3,13650,39381,47,28/03/2019,OTHER,MANUAL
88913,NISSAN,QASHQAI,WHITE,Petrol,1,16100,44374,41,13/08/2020,TradeZone,AUTO
5410,TOYOTA,COROLLA,SILVER,Hybrid,2,14600,53847,56,27/07/2020,TradeZone,AUTO
